taxon_name	ref_id	sh_id	rep	taxonomy	taxon_name_sh
1537	Stichotrichida_sp	UDB07617555	SH1244914.09FU	reps	k__Alveolata;p__Ciliophora;c__Spirotrichea;o__Stichotrichida;f__Stichotrichida_fam_Incertae_sedis;g__Stichotrichida_gen_Incertae_sedis;s__Stichotrichida_sp	Stichotrichida_sp_SH1244914.09FU
1538	Spumella_sp	UDB07562979	SH1154155.09FU	reps	k__Stramenopila;p__Ochrophyta;c__Chrysophyceae;o__Chromulinales;f__Chromulinaceae;g__Spumella;s__Spumella_sp	Spumella_sp_SH1154155.09FU
1539	Spumella_sp	UDB07562209	SH1270071.09FU	reps	k__Stramenopila;p__Ochrophyta;c__Chrysophyceae;o__Chromulinales;f__Chromulinaceae;g__Spumella;s__Spumella_sp	Spumella_sp_SH1270071.09FU
1540	Spumella_sp	UDB0604941	SH1162411.09FU	reps	k__Stramenopila;p__Ochrophyta;c__Chrysophyceae;o__Chromulinales;f__Chromulinaceae;g__Spumella;s__Spumella_sp	Spumella_sp_SH1162411.09FU
1541	Sporadotrichida_sp	UDB07501336	SH1242013.09FU	reps	k__Alveolata;p__Ciliophora;c__Spirotrichea;o__Sporadotrichida;f__Sporadotrichida_fam_Incertae_sedis;g__Sporadotrichida_gen_Incertae_sedis;s__Sporadotrichida_sp	Sporadotrichida_sp_SH1242013.09FU
1542	Sporadotrichida_sp	UDB07471965	SH1162334.09FU	reps	k__Alveolata;p__Ciliophora;c__Spirotrichea;o__Sporadotrichida;f__Sporadotrichida_fam_Incertae_sedis;g__Sporadotrichida_gen_Incertae_sedis;s__Sporadotrichida_sp	Sporadotrichida_sp_SH1162334.09FU
1543	Sporadotrichida_sp	UDB07446271	SH1023206.09FU	reps	k__Alveolata;p__Ciliophora;c__Spirotrichea;o__Sporadotrichida;f__Sporadotrichida_fam_Incertae_sedis;g__Sporadotrichida_gen_Incertae_sedis;s__Sporadotrichida_sp	Sporadotrichida_sp_SH1023206.09FU
1544	Spizellomycetales_sp	UDB0764576	SH1255037.09FU	reps	k__Fungi;p__Chytridiomycota;c__Spizellomycetes;o__Spizellomycetales;f__Spizellomycetales_fam_Incertae_sedis;g__Spizellomycetales_gen_Incertae_sedis;s__Spizellomycetales_sp	Spizellomycetales_sp_SH1255037.09FU
1545	Spizellomycetales_sp	UDB07386640	SH1062064.09FU	reps	k__Fungi;p__Chytridiomycota;c__Spizellomycetes;o__Spizellomycetales;f__Spizellomycetales_fam_Incertae_sedis;g__Spizellomycetales_gen_Incertae_sedis;s__Spizellomycetales_sp	Spizellomycetales_sp_SH1062064.09FU
1546	Spizellomycetales_sp	UDB0414878	SH1171931.09FU	reps	k__Fungi;p__Chytridiomycota;c__Spizellomycetes;o__Spizellomycetales;f__Spizellomycetales_fam_Incertae_sedis;g__Spizellomycetales_gen_Incertae_sedis;s__Spizellomycetales_sp	Spizellomycetales_sp_SH1171931.09FU
1547	Sordariales_sp	UDB07301354	SH0974872.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_fam_Incertae_sedis;g__Sordariales_gen_Incertae_sedis;s__Sordariales_sp	Sordariales_sp_SH0974872.09FU
1548	Sordariales_sp	UDB07289827	SH1028991.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_fam_Incertae_sedis;g__Sordariales_gen_Incertae_sedis;s__Sordariales_sp	Sordariales_sp_SH1028991.09FU
1549	Sordariales_sp	UDB0154905	SH0938995.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_fam_Incertae_sedis;g__Sordariales_gen_Incertae_sedis;s__Sordariales_sp	Sordariales_sp_SH0938995.09FU
1550	Solicoccozyma_aeria	UDB07209900	SH0879828.09FU	reps	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Solicoccozyma;s__Solicoccozyma_aeria	Solicoccozyma_aeria_SH0879828.09FU
1551	Septoglomus_sp	UDB06941686	SH0939949.09FU	reps	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Septoglomus;s__Septoglomus_sp	Septoglomus_sp_SH0939949.09FU
1552	Sebacina_sp	UDB0635037	SH1163370.09FU	reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;s__Sebacina_sp	Sebacina_sp_SH1163370.09FU
1553	Scytalidium_sp	UDB06744500	SH1276112.09FU	reps	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Scytalidium;s__Scytalidium_sp	Scytalidium_sp_SH1276112.09FU
1554	Scytalidium_sp	UDB06740180	SH1276350.09FU	reps	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Scytalidium;s__Scytalidium_sp	Scytalidium_sp_SH1276350.09FU
1555	Schizothecium_sp	UDB06573325	SH0965466.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium;s__Schizothecium_sp	Schizothecium_sp_SH0965466.09FU
1556	Rozellomycota_sp	UDB06724440	SH1131240.09FU	reps	k__Fungi;p__Rozellomycota;c__Rozellomycota_cls_Incertae_sedis;o__Rozellomycota_ord_Incertae_sedis;f__Rozellomycota_fam_Incertae_sedis;g__Rozellomycota_gen_Incertae_sedis;s__Rozellomycota_sp	Rozellomycota_sp_SH1131240.09FU
1557	Rozellomycota_sp	UDB06708573	SH1241789.09FU	reps	k__Fungi;p__Rozellomycota;c__Rozellomycota_cls_Incertae_sedis;o__Rozellomycota_ord_Incertae_sedis;f__Rozellomycota_fam_Incertae_sedis;g__Rozellomycota_gen_Incertae_sedis;s__Rozellomycota_sp	Rozellomycota_sp_SH1241789.09FU
1558	Rhizophydiales_sp	UDB06466053	SH1118649.09FU	reps	k__Fungi;p__Chytridiomycota;c__Rhizophydiomycetes;o__Rhizophydiales;f__Rhizophydiales_fam_Incertae_sedis;g__Rhizophydiales_gen_Incertae_sedis;s__Rhizophydiales_sp	Rhizophydiales_sp_SH1118649.09FU
1559	Rhizophagus_irregularis	OL449408	SH0984997.09FU	reps	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus;s__Rhizophagus_irregularis	Rhizophagus_irregularis_SH0984997.09FU
1560	Rhizaria_sp	UDB03263873	SH1036314.09FU	reps	k__Rhizaria;p__Rhizaria_phy_Incertae_sedis;c__Rhizaria_cls_Incertae_sedis;o__Rhizaria_ord_Incertae_sedis;f__Rhizaria_fam_Incertae_sedis;g__Rhizaria_gen_Incertae_sedis;s__Rhizaria_sp	Rhizaria_sp_SH1036314.09FU
1561	Pythium_sp	HQ643774	SH1059488.09FU	reps	k__Stramenopila;p__Oomycota;c__Oomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium_sp	Pythium_sp_SH1059488.09FU
1562	Pythiales_sp	UDB0550537	SH1154762.09FU	reps	k__Stramenopila;p__Oomycota;c__Oomycetes;o__Pythiales;f__Pythiales_fam_Incertae_sedis;g__Pythiales_gen_Incertae_sedis;s__Pythiales_sp	Pythiales_sp_SH1154762.09FU
1563	Pyrenochaetopsis_kuksensis	MT371092	SH1550008.09FU	refs	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaetopsis;s__Pyrenochaetopsis_kuksensis	Pyrenochaetopsis_kuksensis_SH1550008.09FU
1564	Preussia_flanaganii	AY943061	SH1082255.09FU	refs	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__Preussia_flanaganii	Preussia_flanaganii_SH1082255.09FU
1565	Polymyxa_sp	UDB05144133	SH0979560.09FU	reps	k__Rhizaria;p__Haplosporidia;c__Haplosporidia_cls_Incertae_sedis;o__Haplosporidia_ord_Incertae_sedis;f__Plasmodiophoridae;g__Polymyxa;s__Polymyxa_sp	Polymyxa_sp_SH0979560.09FU
1566	Podospora_sp	UDB05112337	SH0938796.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Podosporaceae;g__Podospora;s__Podospora_sp	Podospora_sp_SH0938796.09FU
1567	Podospora_sp	UDB05106549	SH0938948.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Podosporaceae;g__Podospora;s__Podospora_sp	Podospora_sp_SH0938948.09FU
1568	Pleurochloris_sp	MN935845	SH0915458.09FU	reps	k__Stramenopila;p__Ochrophyta;c__Xanthophyceae;o__Mischococcales;f__Pleurochloridaceae;g__Pleurochloris;s__Pleurochloris_sp	Pleurochloris_sp_SH0915458.09FU
1569	Pleosporales_sp	UDB05028932	SH1144554.09FU	reps	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Pleosporales_gen_Incertae_sedis;s__Pleosporales_sp	Pleosporales_sp_SH1144554.09FU
1570	Pleosporales_sp	UDB05005910	SH1021741.09FU	reps	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Pleosporales_gen_Incertae_sedis;s__Pleosporales_sp	Pleosporales_sp_SH1021741.09FU
1571	Pleosporales_sp	UDB0402822	SH0976505.09FU	reps	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Pleosporales_gen_Incertae_sedis;s__Pleosporales_sp	Pleosporales_sp_SH0976505.09FU
1572	Plectosphaerella_oratosquillae	AB425974	SH1078110.09FU	refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Plectosphaerella;s__Plectosphaerella_oratosquillae	Plectosphaerella_oratosquillae_SH1078110.09FU
1573	Phomatospora_sp	UDB04575237	SH1074766.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phomatosporales;f__Phomatosporaceae;g__Phomatospora;s__Phomatospora_sp	Phomatospora_sp_SH1074766.09FU
1574	Phomatosporaceae_sp	UDB04576234	SH1074758.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phomatosporales;f__Phomatosporaceae;g__Phomatosporaceae_gen_Incertae_sedis;s__Phomatosporaceae_sp	Phomatosporaceae_sp_SH1074758.09FU
1575	Pervetustus_sp	UDB04286392	SH1304283.09FU	reps	k__Fungi;p__Glomeromycota;c__Paraglomeromycetes;o__Paraglomerales;f__Pervetustaceae;g__Pervetustus;s__Pervetustus_sp	Pervetustus_sp_SH1304283.09FU
1576	Paraglomus_sp	MT765650	SH0930609.09FU	reps	k__Fungi;p__Glomeromycota;c__Paraglomeromycetes;o__Paraglomerales;f__Paraglomeraceae;g__Paraglomus;s__Paraglomus_sp	Paraglomus_sp_SH0930609.09FU
1577	Oxytrichidae_sp	UDB02830896	SH1242491.09FU	reps	k__Alveolata;p__Ciliophora;c__Spirotrichea;o__Sporadotrichida;f__Oxytrichidae;g__Oxytrichidae_gen_Incertae_sedis;s__Oxytrichidae_sp	Oxytrichidae_sp_SH1242491.09FU
1578	Orbiliales_sp	UDB02634535	SH1119139.09FU	reps	k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliales_fam_Incertae_sedis;g__Orbiliales_gen_Incertae_sedis;s__Orbiliales_sp	Orbiliales_sp_SH1119139.09FU
1579	Orbiliales_sp	UDB02624578	SH1191740.09FU	reps	k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliales_fam_Incertae_sedis;g__Orbiliales_gen_Incertae_sedis;s__Orbiliales_sp	Orbiliales_sp_SH1191740.09FU
1580	Niaceae_sp	UDB02240571	SH1160106.09FU	reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Niaceae;g__Niaceae_gen_Incertae_sedis;s__Niaceae_sp	Niaceae_sp_SH1160106.09FU
1581	Neohelicomyces_sp	UDB02027174	SH1287446.09FU	reps	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Tubeufiaceae;g__Neohelicomyces;s__Neohelicomyces_sp	Neohelicomyces_sp_SH1287446.09FU
1582	Neohelicomyces_melaleucae	MN562154	SH1287447.09FU	refs	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Tubeufiaceae;g__Neohelicomyces;s__Neohelicomyces_melaleucae	Neohelicomyces_melaleucae_SH1287447.09FU
1583	Nectriaceae_sp	MK406632	SH1158599.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Nectriaceae_gen_Incertae_sedis;s__Nectriaceae_sp	Nectriaceae_sp_SH1158599.09FU
1584	Mortierella_sp	UDB04907256	SH0888053.09FU	reps	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_sp	Mortierella_sp_SH0888053.09FU
1585	Mortierella_sp	UDB04791780	SH1302508.09FU	reps	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_sp	Mortierella_sp_SH1302508.09FU
1586	Mortierellaceae_sp	UDB04944745	SH1305359.09FU	reps	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierellaceae_gen_Incertae_sedis;s__Mortierellaceae_sp	Mortierellaceae_sp_SH1305359.09FU
1587	Metazoa_sp	UDB04083377	SH1100920.09FU	reps	k__Metazoa;p__Metazoa_phy_Incertae_sedis;c__Metazoa_cls_Incertae_sedis;o__Metazoa_ord_Incertae_sedis;f__Metazoa_fam_Incertae_sedis;g__Metazoa_gen_Incertae_sedis;s__Metazoa_sp	Metazoa_sp_SH1100920.09FU
1588	Metazoa_sp	UDB04038625	SH1223505.09FU	reps	k__Metazoa;p__Metazoa_phy_Incertae_sedis;c__Metazoa_cls_Incertae_sedis;o__Metazoa_ord_Incertae_sedis;f__Metazoa_fam_Incertae_sedis;g__Metazoa_gen_Incertae_sedis;s__Metazoa_sp	Metazoa_sp_SH1223505.09FU
1589	Metarhizium_rileyi	AY624205	SH1111230.09FU	refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Metarhizium;s__Metarhizium_rileyi	Metarhizium_rileyi_SH1111230.09FU
1590	Metacordyceps_chlamydosporia	MH400792	SH1111188.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Metacordyceps;s__Metacordyceps_chlamydosporia	Metacordyceps_chlamydosporia_SH1111188.09FU
1591	Mariannaea_sp	UDB03245434	SH0912463.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Mariannaea;s__Mariannaea_sp	Mariannaea_sp_SH0912463.09FU
1592	Lophiostoma_scrophulariicola	MG828969	SH2151412.09FU	refs	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Lophiostoma;s__Lophiostoma_scrophulariicola	Lophiostoma_scrophulariicola_SH2151412.09FU
1593	Lophiostoma_junci	MG828966	SH1341696.09FU	refs	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Lophiostoma;s__Lophiostoma_junci	Lophiostoma_junci_SH1341696.09FU
1594	Linnemannia_acrotona	HQ630328	SH1039092.09FU	refs	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Linnemannia;s__Linnemannia_acrotona	Linnemannia_acrotona_SH1039092.09FU
1595	Knufia_sp	UDB02359371	SH1070964.09FU	reps	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Knufia;s__Knufia_sp	Knufia_sp_SH1070964.09FU
1596	Karstenia_sp	UDB02266003	SH0964317.09FU	reps	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismatales_fam_Incertae_sedis;g__Karstenia;s__Karstenia_sp	Karstenia_sp_SH0964317.09FU
1597	Kahliella_sp	UDB02254986	SH1269287.09FU	reps	k__Alveolata;p__Ciliophora;c__Spirotrichea;o__Stichotrichida;f__Kahliellidae;g__Kahliella;s__Kahliella_sp	Kahliella_sp_SH1269287.09FU
1598	Junewangiaceae_sp	MW215008	SH0898468.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_ord_Incertae_sedis;f__Junewangiaceae;g__Junewangiaceae_gen_Incertae_sedis;s__Junewangiaceae_sp	Junewangiaceae_sp_SH0898468.09FU
1599	Inocybe_sp	UDB080362	SH1116964.09FU	reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_sp	Inocybe_sp_SH1116964.09FU
1600	Hypocreales_sp	FN397265	SH0970288.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Hypocreales_gen_Incertae_sedis;s__Hypocreales_sp	Hypocreales_sp_SH0970288.09FU
1601	Hypocreaceae_sp	UDB03557933	SH1201547.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Hypocreaceae_gen_Incertae_sedis;s__Hypocreaceae_sp	Hypocreaceae_sp_SH1201547.09FU
1602	Hartmannella_sp	UDB03266796	SH1171970.09FU	reps	k__Amoebozoa;p__Tubulinea_phy_Incertae_sedis;c__Tubulinea_cls_Incertae_sedis;o__Tubulinea_ord_Incertae_sedis;f__Hartmannellidae;g__Hartmannella;s__Hartmannella_sp	Hartmannella_sp_SH1171970.09FU
1603	Haplosporidia_sp	UDB03265273	SH1196618.09FU	reps	k__Rhizaria;p__Haplosporidia;c__Haplosporidia_cls_Incertae_sedis;o__Haplosporidia_ord_Incertae_sedis;f__Haplosporidia_fam_Incertae_sedis;g__Haplosporidia_gen_Incertae_sedis;s__Haplosporidia_sp	Haplosporidia_sp_SH1196618.09FU
1604	Glomus_sp	UDB03158956	SH0904354.09FU	reps	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Glomus_sp	Glomus_sp_SH0904354.09FU
1605	Glomeromycota_sp	UDB03126038	SH1020427.09FU	reps	k__Fungi;p__Glomeromycota;c__Glomeromycota_cls_Incertae_sedis;o__Glomeromycota_ord_Incertae_sedis;f__Glomeromycota_fam_Incertae_sedis;g__Glomeromycota_gen_Incertae_sedis;s__Glomeromycota_sp	Glomeromycota_sp_SH1020427.09FU
1606	Glomeraceae_sp	UDB0469652	SH1020431.09FU	reps	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomeraceae_gen_Incertae_sedis;s__Glomeraceae_sp	Glomeraceae_sp_SH1020431.09FU
1607	Glomeraceae_sp	KF849697	SH1250055.09FU	reps	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomeraceae_gen_Incertae_sedis;s__Glomeraceae_sp	Glomeraceae_sp_SH1250055.09FU
1608	Glaucocystophyta_sp	UDB03089471	SH1158803.09FU	reps	k__Glaucocystoplantae;p__Glaucocystophyta;c__Glaucocystophyta_cls_Incertae_sedis;o__Glaucocystophyta_ord_Incertae_sedis;f__Glaucocystophyta_fam_Incertae_sedis;g__Glaucocystophyta_gen_Incertae_sedis;s__Glaucocystophyta_sp	Glaucocystophyta_sp_SH1158803.09FU
1609	Geosmithia_microcorthyli	MG589551	SH0943375.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Geosmithia;s__Geosmithia_microcorthyli	Geosmithia_microcorthyli_SH0943375.09FU
1610	Fusarium_oxysporum	MH701862	SH0995067.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum	Fusarium_oxysporum_SH0995067.09FU
1611	Fusarium_oxysporum	JX384233	SH0970302.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum	Fusarium_oxysporum_SH0970302.09FU
1612	Fungi_sp	UDB0751044	SH1194774.09FU	reps	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	Fungi_sp_SH1194774.09FU
1613	Fungi_sp	UDB0748457	SH1112935.09FU	reps	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	Fungi_sp_SH1112935.09FU
1614	Fungi_sp	UDB0725952	SH1135666.09FU	reps	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	Fungi_sp_SH1135666.09FU
1615	Fungi_sp	UDB0694139	SH0955739.09FU	reps	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	Fungi_sp_SH0955739.09FU
1616	Fungi_sp	UDB0496523	SH1200797.09FU	reps	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	Fungi_sp_SH1200797.09FU
1617	Fungi_sp	UDB04597193	SH1302576.09FU	reps	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	Fungi_sp_SH1302576.09FU
1618	Fungi_sp	UDB02171996	SH1108760.09FU	reps	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	Fungi_sp_SH1108760.09FU
1619	Fungi_sp	UDB02171978	SH1108745.09FU	reps	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	Fungi_sp_SH1108745.09FU
1620	Fungi_sp	UDB02166185	SH1191255.09FU	reps	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	Fungi_sp_SH1191255.09FU
1621	Fungi_sp	UDB02161516	SH1290296.09FU	reps	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	Fungi_sp_SH1290296.09FU
1622	Fungi_sp	UDB02157395	SH1331940.09FU	reps	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	Fungi_sp_SH1331940.09FU
1623	Fungi_sp	UDB02138481	SH1112482.09FU	reps	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	Fungi_sp_SH1112482.09FU
1624	Fungi_sp	UDB02121822	SH1290293.09FU	reps	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	Fungi_sp_SH1290293.09FU
1625	Fungi_sp	UDB02114441	SH1043583.09FU	reps	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	Fungi_sp_SH1043583.09FU
1626	Fungi_sp	UDB02089828	SH0932656.09FU	reps	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	Fungi_sp_SH0932656.09FU
1627	Fungi_sp	JX375434	SH1002713.09FU	reps	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	Fungi_sp_SH1002713.09FU
1628	Exophiala_psychrophila	UDB02007454	SH1266694.09FU	reps	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_psychrophila	Exophiala_psychrophila_SH1266694.09FU
1629	Exophiala_nagquensis	KP347948	SH1266739.09FU	refs	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_nagquensis	Exophiala_nagquensis_SH1266739.09FU
1630	Exophiala_clavispora	KP347942	SH4097602.09FU	refs	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_clavispora	Exophiala_clavispora_SH4097602.09FU
1631	Eukaryota_sp	UDB0772794	SH1162977.09FU	reps	k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp	Eukaryota_sp_SH1162977.09FU
1632	Eukaryota_sp	UDB0772361	SH0909082.09FU	reps	k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp	Eukaryota_sp_SH0909082.09FU
1633	Eukaryota_sp	UDB0716011	SH1262728.09FU	reps	k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp	Eukaryota_sp_SH1262728.09FU
