taxon_name	ref_id	sh_id	rep	taxonomy	taxon_name_sh
1948	Pezizomycotina_sp	UDB04351596	SH0983963.09FU	reps	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Pezizomycotina_gen_Incertae_sedis;s__Pezizomycotina_sp	Pezizomycotina_sp_SH0983963.09FU
1949	Paraphaeosphaeria_hydei	MK329127	SH1068200.09FU	refs	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__Paraphaeosphaeria_hydei	Paraphaeosphaeria_hydei_SH1068200.09FU
1950	Paradevriesia_pseudoamericana	MH863951	SH0993860.09FU	refs	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Paradevriesiaceae;g__Paradevriesia;s__Paradevriesia_pseudoamericana	Paradevriesia_pseudoamericana_SH0993860.09FU
1951	Ochrophyta_sp	UDB02303176	SH1219619.09FU	reps	k__Stramenopila;p__Ochrophyta;c__Ochrophyta_cls_Incertae_sedis;o__Ochrophyta_ord_Incertae_sedis;f__Ochrophyta_fam_Incertae_sedis;g__Ochrophyta_gen_Incertae_sedis;s__Ochrophyta_sp	Ochrophyta_sp_SH1219619.09FU
1952	Limonomyces_roseipellis	UDB03082388	SH1219907.09FU	reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Limonomyces;s__Limonomyces_roseipellis	Limonomyces_roseipellis_SH1219907.09FU
1953	Keissleriella_breviasca	AB811455	SH0906749.09FU	refs	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Keissleriella;s__Keissleriella_breviasca	Keissleriella_breviasca_SH0906749.09FU
1954	Hypocreales_sp	UDB03575731	SH0943373.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Hypocreales_gen_Incertae_sedis;s__Hypocreales_sp	Hypocreales_sp_SH0943373.09FU
1955	Hypocreaceae_sp	UDB03557653	SH1078354.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Hypocreaceae_gen_Incertae_sedis;s__Hypocreaceae_sp	Hypocreaceae_sp_SH1078354.09FU
1956	Hypocreaceae_sp	GQ255664	SH0986297.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Hypocreaceae_gen_Incertae_sedis;s__Hypocreaceae_sp	Hypocreaceae_sp_SH0986297.09FU
1957	Gelasinospora_sp	UDB02729024	SH0882215.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariaceae;g__Gelasinospora;s__Gelasinospora_sp	Gelasinospora_sp_SH0882215.09FU
1958	Fusicolla_sp	KF746137	SH1239891.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusicolla;s__Fusicolla_sp	Fusicolla_sp_SH1239891.09FU
1959	Fusarium_sp	UDB02219455	SH1079485.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_sp	Fusarium_sp_SH1079485.09FU
1960	Fusarium_oxysporum	MK843785	SH0995052.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum	Fusarium_oxysporum_SH0995052.09FU
1961	Fusarium_caeruleum	UDB02198677	SH1079701.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_caeruleum	Fusarium_caeruleum_SH1079701.09FU
1962	Fungi_sp	UDB02169411	SH1118660.09FU	reps	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	Fungi_sp_SH1118660.09FU
1963	Fungi_sp	UDB02104420	SH1100967.09FU	reps	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	Fungi_sp_SH1100967.09FU
1964	Fungi_sp	JX346762	SH0994576.09FU	reps	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	Fungi_sp_SH0994576.09FU
1965	Fungi_sp	JX326737	SH0965479.09FU	reps	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	Fungi_sp_SH0965479.09FU
1966	Eukaryota_sp	UDB05685100	SH1231504.09FU	reps	k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp	Eukaryota_sp_SH1231504.09FU
1967	Eukaryota_sp	UDB05674457	SH1166605.09FU	reps	k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp	Eukaryota_sp_SH1166605.09FU
1968	Eukaryota_sp	UDB0495941	SH1321508.09FU	reps	k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp	Eukaryota_sp_SH1321508.09FU
1969	Eukaryota_sp	UDB0414646	SH1103638.09FU	reps	k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp	Eukaryota_sp_SH1103638.09FU
1970	Eukaryota_sp	UDB01879988	SH1166395.09FU	reps	k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp	Eukaryota_sp_SH1166395.09FU
1971	Colpoda_sp	UDB04045978	SH0941236.09FU	reps	k__Alveolata;p__Ciliophora;c__Colpodea;o__Colpodida;f__Colpodidae;g__Colpoda;s__Colpoda_sp	Colpoda_sp_SH0941236.09FU
1972	Colpoda_sp	UDB04024839	SH0920120.09FU	reps	k__Alveolata;p__Ciliophora;c__Colpodea;o__Colpodida;f__Colpodidae;g__Colpoda;s__Colpoda_sp	Colpoda_sp_SH0920120.09FU
1973	Colpoda_sp	UDB04005481	SH0920155.09FU	reps	k__Alveolata;p__Ciliophora;c__Colpodea;o__Colpodida;f__Colpodidae;g__Colpoda;s__Colpoda_sp	Colpoda_sp_SH0920155.09FU
1974	Colpoda_sp	UDB04003258	SH1280856.09FU	reps	k__Alveolata;p__Ciliophora;c__Colpodea;o__Colpodida;f__Colpodidae;g__Colpoda;s__Colpoda_sp	Colpoda_sp_SH1280856.09FU
1975	Ciliophora_sp	UDB02464853	SH1118532.09FU	reps	k__Alveolata;p__Ciliophora;c__Ciliophora_cls_Incertae_sedis;o__Ciliophora_ord_Incertae_sedis;f__Ciliophora_fam_Incertae_sedis;g__Ciliophora_gen_Incertae_sedis;s__Ciliophora_sp	Ciliophora_sp_SH1118532.09FU
1976	Ciliophora_sp	UDB02464339	SH1211743.09FU	reps	k__Alveolata;p__Ciliophora;c__Ciliophora_cls_Incertae_sedis;o__Ciliophora_ord_Incertae_sedis;f__Ciliophora_fam_Incertae_sedis;g__Ciliophora_gen_Incertae_sedis;s__Ciliophora_sp	Ciliophora_sp_SH1211743.09FU
1977	Chytridiomycota_sp	UDB0104509	SH1067357.09FU	reps	k__Fungi;p__Chytridiomycota;c__Chytridiomycota_cls_Incertae_sedis;o__Chytridiomycota_ord_Incertae_sedis;f__Chytridiomycota_fam_Incertae_sedis;g__Chytridiomycota_gen_Incertae_sedis;s__Chytridiomycota_sp	Chytridiomycota_sp_SH1067357.09FU
1978	Cercozoa_sp	UDB01722774	SH1154591.09FU	reps	k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Cercozoa_ord_Incertae_sedis;f__Cercozoa_fam_Incertae_sedis;g__Cercozoa_gen_Incertae_sedis;s__Cercozoa_sp	Cercozoa_sp_SH1154591.09FU
1979	Cercozoa_sp	UDB01722553	SH1114544.09FU	reps	k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Cercozoa_ord_Incertae_sedis;f__Cercozoa_fam_Incertae_sedis;g__Cercozoa_gen_Incertae_sedis;s__Cercozoa_sp	Cercozoa_sp_SH1114544.09FU
1980	Bipolaris_eleusines	AF081451	SH2164983.09FU	refs	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris_eleusines	Bipolaris_eleusines_SH2164983.09FU
1981	Asteromyces_cruciatus	MH858254	SH0885081.09FU	refs	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Asteromyces;s__Asteromyces_cruciatus	Asteromyces_cruciatus_SH0885081.09FU
1982	Aspergillus_sp	UDB01422025	SH0941971.09FU	reps	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_sp	Aspergillus_sp_SH0941971.09FU
1983	Ascomycota_sp	UDB01382793	SH1040473.09FU	reps	k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp	Ascomycota_sp_SH1040473.09FU
1984	Alternaria_sp	KX516021	SH1301710.09FU	reps	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_sp	Alternaria_sp_SH1301710.09FU
1985	Alternaria_alternata	KT377467	SH1082583.09FU	reps	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_alternata	Alternaria_alternata_SH1082583.09FU
1986	Acrobeloides_sp	UDB0858447	SH1103816.09FU	reps	k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Cephalobidae;g__Acrobeloides;s__Acrobeloides_sp	Acrobeloides_sp_SH1103816.09FU
1987	Acrobeloides_sp	UDB0848098	SH1110021.09FU	reps	k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Cephalobidae;g__Acrobeloides;s__Acrobeloides_sp	Acrobeloides_sp_SH1110021.09FU
1988	Stramenopila_sp	UDB0386653	SH1275113.09FU	reps	k__Stramenopila;p__Stramenopila_phy_Incertae_sedis;c__Stramenopila_cls_Incertae_sedis;o__Stramenopila_ord_Incertae_sedis;f__Stramenopila_fam_Incertae_sedis;g__Stramenopila_gen_Incertae_sedis;s__Stramenopila_sp	Stramenopila_sp_SH1275113.09FU
1989	Podospora_sp	UDB05101774	SH0938901.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Podosporaceae;g__Podospora;s__Podospora_sp	Podospora_sp_SH0938901.09FU
1990	Rhizophagus_irregularis	MT765600	SH0907897.09FU	reps	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus;s__Rhizophagus_irregularis	Rhizophagus_irregularis_SH0907897.09FU
1991	Ochrophyta_sp	UDB02296025	SH1219615.09FU	reps	k__Stramenopila;p__Ochrophyta;c__Ochrophyta_cls_Incertae_sedis;o__Ochrophyta_ord_Incertae_sedis;f__Ochrophyta_fam_Incertae_sedis;g__Ochrophyta_gen_Incertae_sedis;s__Ochrophyta_sp	Ochrophyta_sp_SH1219615.09FU
1992	Stramenopila_sp	UDB07635328	SH0952063.09FU	reps	k__Stramenopila;p__Stramenopila_phy_Incertae_sedis;c__Stramenopila_cls_Incertae_sedis;o__Stramenopila_ord_Incertae_sedis;f__Stramenopila_fam_Incertae_sedis;g__Stramenopila_gen_Incertae_sedis;s__Stramenopila_sp	Stramenopila_sp_SH0952063.09FU
1993	Fungi_sp	UDB02123923	SH1136553.09FU	reps	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	Fungi_sp_SH1136553.09FU
1994	Semispathidium_sp	UDB06933506	SH1051274.09FU	reps	k__Alveolata;p__Ciliophora;c__Litostomatea;o__Haptorida;f__Spathidiidae;g__Semispathidium;s__Semispathidium_sp	Semispathidium_sp_SH1051274.09FU
1995	Fungi_sp	JX328774	SH1160585.09FU	reps	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	Fungi_sp_SH1160585.09FU
1996	Spumella_sp	UDB07562479	SH1270068.09FU	reps	k__Stramenopila;p__Ochrophyta;c__Chrysophyceae;o__Chromulinales;f__Chromulinaceae;g__Spumella;s__Spumella_sp	Spumella_sp_SH1270068.09FU
1997	Spathidium_sp	UDB07359122	SH1051374.09FU	reps	k__Alveolata;p__Ciliophora;c__Litostomatea;o__Haptorida;f__Spathidiidae;g__Spathidium;s__Spathidium_sp	Spathidium_sp_SH1051374.09FU
1998	Rhizophlyctidales_sp	UDB06395566	SH1259758.09FU	reps	k__Fungi;p__Chytridiomycota;c__Rhizophlyctidomycetes;o__Rhizophlyctidales;f__Rhizophlyctidales_fam_Incertae_sedis;g__Rhizophlyctidales_gen_Incertae_sedis;s__Rhizophlyctidales_sp	Rhizophlyctidales_sp_SH1259758.09FU
1999	Fungi_sp	UDB02149895	SH1222879.09FU	reps	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	Fungi_sp_SH1222879.09FU
2000	Colpoda_sp	UDB04008676	SH0930186.09FU	reps	k__Alveolata;p__Ciliophora;c__Colpodea;o__Colpodida;f__Colpodidae;g__Colpoda;s__Colpoda_sp	Colpoda_sp_SH0930186.09FU
2001	Ciliophora_sp	UDB02391398	SH0933113.09FU	reps	k__Alveolata;p__Ciliophora;c__Ciliophora_cls_Incertae_sedis;o__Ciliophora_ord_Incertae_sedis;f__Ciliophora_fam_Incertae_sedis;g__Ciliophora_gen_Incertae_sedis;s__Ciliophora_sp	Ciliophora_sp_SH0933113.09FU
2002	Trichoderma_tomentosum	DQ085432	SH2617790.09FU	refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_tomentosum	Trichoderma_tomentosum_SH2617790.09FU
2003	Spumella_sp	UDB0708025	SH1115151.09FU	reps	k__Stramenopila;p__Ochrophyta;c__Chrysophyceae;o__Chromulinales;f__Chromulinaceae;g__Spumella;s__Spumella_sp	Spumella_sp_SH1115151.09FU
2004	Semispathidium_sp	UDB06934959	SH1051360.09FU	reps	k__Alveolata;p__Ciliophora;c__Litostomatea;o__Haptorida;f__Spathidiidae;g__Semispathidium;s__Semispathidium_sp	Semispathidium_sp_SH1051360.09FU
2005	Schizothecium_sp	UDB06563817	SH0965315.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium;s__Schizothecium_sp	Schizothecium_sp_SH0965315.09FU
2006	Opisthonecta_sp	UDB02389701	SH1044244.09FU	reps	k__Alveolata;p__Ciliophora;c__Oligohymenophorea;o__Oligohymenophorea_ord_Incertae_sedis;f__Opisthonectidae;g__Opisthonecta;s__Opisthonecta_sp	Opisthonecta_sp_SH1044244.09FU
2007	Ochrophyta_sp	UDB02298732	SH1219613.09FU	reps	k__Stramenopila;p__Ochrophyta;c__Ochrophyta_cls_Incertae_sedis;o__Ochrophyta_ord_Incertae_sedis;f__Ochrophyta_fam_Incertae_sedis;g__Ochrophyta_gen_Incertae_sedis;s__Ochrophyta_sp	Ochrophyta_sp_SH1219613.09FU
2008	Fungi_sp	JX365958	SH0990982.09FU	reps	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	Fungi_sp_SH0990982.09FU
2009	Eukaryota_sp	UDB0767011	SH1211189.09FU	reps	k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp	Eukaryota_sp_SH1211189.09FU
2010	Eukaryota_sp	UDB01851317	SH1095524.09FU	reps	k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp	Eukaryota_sp_SH1095524.09FU
2011	Epispathidium_sp	UDB099628	SH1052606.09FU	reps	k__Alveolata;p__Ciliophora;c__Litostomatea;o__Haptorida;f__Spathidiidae;g__Epispathidium;s__Epispathidium_sp	Epispathidium_sp_SH1052606.09FU
2012	Colpoda_sp	UDB04018170	SH1280860.09FU	reps	k__Alveolata;p__Ciliophora;c__Colpodea;o__Colpodida;f__Colpodidae;g__Colpoda;s__Colpoda_sp	Colpoda_sp_SH1280860.09FU
2013	Ciliophora_sp	UDB02582507	SH0893096.09FU	reps	k__Alveolata;p__Ciliophora;c__Ciliophora_cls_Incertae_sedis;o__Ciliophora_ord_Incertae_sedis;f__Ciliophora_fam_Incertae_sedis;g__Ciliophora_gen_Incertae_sedis;s__Ciliophora_sp	Ciliophora_sp_SH0893096.09FU
2014	Ciliophora_sp	UDB02397937	SH1182413.09FU	reps	k__Alveolata;p__Ciliophora;c__Ciliophora_cls_Incertae_sedis;o__Ciliophora_ord_Incertae_sedis;f__Ciliophora_fam_Incertae_sedis;g__Ciliophora_gen_Incertae_sedis;s__Ciliophora_sp	Ciliophora_sp_SH1182413.09FU
2015	Ciliophora_sp	UDB02336187	SH1054961.09FU	reps	k__Alveolata;p__Ciliophora;c__Ciliophora_cls_Incertae_sedis;o__Ciliophora_ord_Incertae_sedis;f__Ciliophora_fam_Incertae_sedis;g__Ciliophora_gen_Incertae_sedis;s__Ciliophora_sp	Ciliophora_sp_SH1054961.09FU
2016	Chrysophyceae_sp	UDB02233109	SH1279154.09FU	reps	k__Stramenopila;p__Ochrophyta;c__Chrysophyceae;o__Chrysophyceae_ord_Incertae_sedis;f__Chrysophyceae_fam_Incertae_sedis;g__Chrysophyceae_gen_Incertae_sedis;s__Chrysophyceae_sp	Chrysophyceae_sp_SH1279154.09FU
2017	Cercozoa_sp	UDB0732611	SH1232359.09FU	reps	k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Cercozoa_ord_Incertae_sedis;f__Cercozoa_fam_Incertae_sedis;g__Cercozoa_gen_Incertae_sedis;s__Cercozoa_sp	Cercozoa_sp_SH1232359.09FU
2018	Cercozoa_sp	UDB0575290	SH1131914.09FU	reps	k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Cercozoa_ord_Incertae_sedis;f__Cercozoa_fam_Incertae_sedis;g__Cercozoa_gen_Incertae_sedis;s__Cercozoa_sp	Cercozoa_sp_SH1131914.09FU
2019	Cercozoa_sp	UDB01715343	SH1114665.09FU	reps	k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Cercozoa_ord_Incertae_sedis;f__Cercozoa_fam_Incertae_sedis;g__Cercozoa_gen_Incertae_sedis;s__Cercozoa_sp	Cercozoa_sp_SH1114665.09FU
2020	Zopfiella_sp	UDB07624634	SH0994685.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Zopfiella;s__Zopfiella_sp	Zopfiella_sp_SH0994685.09FU
2021	Urostylidae_sp	UDB07233895	SH1092514.09FU	reps	k__Alveolata;p__Ciliophora;c__Spirotrichea;o__Urostylida;f__Urostylidae;g__Urostylidae_gen_Incertae_sedis;s__Urostylidae_sp	Urostylidae_sp_SH1092514.09FU
2022	Trypanosoma_sp	MW364103	SH1025326.09FU	reps	k__Euglenozoa;p__Euglenozoa_phy_Incertae_sedis;c__Euglenozoa_cls_Incertae_sedis;o__Kinetoplastida;f__Trypanosomatidae;g__Trypanosoma;s__Trypanosoma_sp	Trypanosoma_sp_SH1025326.09FU
2023	Trichopeziza_mollissima	AB481285	SH0988509.09FU	refs	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Trichopeziza;s__Trichopeziza_mollissima	Trichopeziza_mollissima_SH0988509.09FU
2024	Trichoderma_harzianum	AF057606	SH1487073.09FU	refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_harzianum	Trichoderma_harzianum_SH1487073.09FU
2025	Thielavia_sp	UDB05535025	SH0881592.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Thielavia;s__Thielavia_sp	Thielavia_sp_SH0881592.09FU
2026	Thielavia_sp	UDB05534885	SH0881794.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Thielavia;s__Thielavia_sp	Thielavia_sp_SH0881794.09FU
2027	Synurophyceae_sp	UDB07668849	SH1105275.09FU	reps	k__Stramenopila;p__Ochrophyta;c__Synurophyceae;o__Synurophyceae_ord_Incertae_sedis;f__Synurophyceae_fam_Incertae_sedis;g__Synurophyceae_gen_Incertae_sedis;s__Synurophyceae_sp	Synurophyceae_sp_SH1105275.09FU
2028	Sporadotrichida_sp	UDB07427476	SH1246219.09FU	reps	k__Alveolata;p__Ciliophora;c__Spirotrichea;o__Sporadotrichida;f__Sporadotrichida_fam_Incertae_sedis;g__Sporadotrichida_gen_Incertae_sedis;s__Sporadotrichida_sp	Sporadotrichida_sp_SH1246219.09FU
2029	Sordariales_sp	UDB07334961	SH0974838.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_fam_Incertae_sedis;g__Sordariales_gen_Incertae_sedis;s__Sordariales_sp	Sordariales_sp_SH0974838.09FU
2030	Sclerostagonospora_sp	UDB06701621	SH0906605.09FU	reps	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Sclerostagonospora;s__Sclerostagonospora_sp	Sclerostagonospora_sp_SH0906605.09FU
2031	Saprolegniaceae_sp	AF218154	SH1275090.09FU	reps	k__Stramenopila;p__Oomycota;c__Oomycetes;o__Saprolegniales;f__Saprolegniaceae;g__Saprolegniaceae_gen_Incertae_sedis;s__Saprolegniaceae_sp	Saprolegniaceae_sp_SH1275090.09FU
2032	Rhizophlyctidales_sp	UDB06402061	SH1259763.09FU	reps	k__Fungi;p__Chytridiomycota;c__Rhizophlyctidomycetes;o__Rhizophlyctidales;f__Rhizophlyctidales_fam_Incertae_sedis;g__Rhizophlyctidales_gen_Incertae_sedis;s__Rhizophlyctidales_sp	Rhizophlyctidales_sp_SH1259763.09FU
2033	Pythium_sp	UDB05875300	SH1147579.09FU	reps	k__Stramenopila;p__Oomycota;c__Oomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium_sp	Pythium_sp_SH1147579.09FU
2034	Protista_sp	KJ181564	SH1310962.09FU	reps	k__Protista;p__Protista_phy_Incertae_sedis;c__Protista_cls_Incertae_sedis;o__Protista_ord_Incertae_sedis;f__Protista_fam_Incertae_sedis;g__Protista_gen_Incertae_sedis;s__Protista_sp	Protista_sp_SH1310962.09FU
2035	Polyschema_sp	UDB05161660	SH1073099.09FU	reps	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Polyschema;s__Polyschema_sp	Polyschema_sp_SH1073099.09FU
2036	Phoma_digitalis	GU237802	SH2738278.09FU	refs	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Phoma;s__Phoma_digitalis	Phoma_digitalis_SH2738278.09FU
2037	Perkinsus_sp	AB973175	SH1316763.09FU	reps	k__Alveolata;p__Alveolata_phy_Incertae_sedis;c__Alveolata_cls_Incertae_sedis;o__Perkinsida;f__Perkinsidae;g__Perkinsus;s__Perkinsus_sp	Perkinsus_sp_SH1316763.09FU
2038	Oxytrichidae_sp	UDB0523474	SH1159174.09FU	reps	k__Alveolata;p__Ciliophora;c__Spirotrichea;o__Sporadotrichida;f__Oxytrichidae;g__Oxytrichidae_gen_Incertae_sedis;s__Oxytrichidae_sp	Oxytrichidae_sp_SH1159174.09FU
2039	Oxytrichidae_sp	UDB02810502	SH1243043.09FU	reps	k__Alveolata;p__Ciliophora;c__Spirotrichea;o__Sporadotrichida;f__Oxytrichidae;g__Oxytrichidae_gen_Incertae_sedis;s__Oxytrichidae_sp	Oxytrichidae_sp_SH1243043.09FU
2040	Ophiosphaerella_taiwanensis	MT321801	SH1091897.09FU	refs	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Ophiosphaerella;s__Ophiosphaerella_taiwanensis	Ophiosphaerella_taiwanensis_SH1091897.09FU
2041	Nigrospora_oryzae	DQ219433	SH0983198.09FU	refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Trichosphaeriales;f__Trichosphaeriaceae;g__Nigrospora;s__Nigrospora_oryzae	Nigrospora_oryzae_SH0983198.09FU
2042	Nectriaceae_sp	UDB02191894	SH1060327.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Nectriaceae_gen_Incertae_sedis;s__Nectriaceae_sp	Nectriaceae_sp_SH1060327.09FU
2043	Myrmecridium_schulzeri	MK808741	SH0980718.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Myrmecridiales;f__Myrmecridiaceae;g__Myrmecridium;s__Myrmecridium_schulzeri	Myrmecridium_schulzeri_SH0980718.09FU
